id,image,label,sample,m_majorAxis
25,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region2_Rectangle (692,Particles,100_Br2_.scn - Peleagea_xc,635.743835
26,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region2_Rectangle (692,Tanypodinae,100_Br2_.scn - Peleagea_xc,54.804855
27,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region2_Rectangle (692,Fragmented hc,100_Br2_.scn - Peleagea_xc,190.054596
28,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region2_Rectangle (692,Micropsectra radialis,100_Br2_.scn - Peleagea_xc,323.663666
29,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region2_Rectangle (692,Background,100_Br2_.scn - Peleagea_xc,71.700623
30,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region2_Rectangle (692,Orthocladiinae Diamesinae,100_Br2_.scn - Peleagea_xc,137.999161
31,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region2_Rectangle (692,Micropsectra radialis,100_Br2_.scn - Peleagea_xc,122.304085
32,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region2_Rectangle (692,Fragmented hc,100_Br2_.scn - Peleagea_xc,234.524323
33,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region2_Rectangle (692,Fragmented hc,100_Br2_.scn - Peleagea_xc,155.591782
34,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region2_Rectangle (692,Micropsectra insignilobus,100_Br2_.scn - Peleagea_xc,125.284233
35,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region2_Rectangle (692,Mentum,100_Br2_.scn - Peleagea_xc,86.121567
36,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region2_Rectangle (692,Fragmented hc,100_Br2_.scn - Peleagea_xc,62.95982
37,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region2_Rectangle (692,Multiple,100_Br2_.scn - Peleagea_xc,343.653595
38,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region3_Rectangle (22411,Fragmented hc,100_Br2_.scn - Peleagea_xc,254.163132
39,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region3_Rectangle (22411,Tanypodinae,100_Br2_.scn - Peleagea_xc,75.168228
40,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region3_Rectangle (22411,Particles,100_Br2_.scn - Peleagea_xc,96.533798
41,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region3_Rectangle (22411,Tanytarsus lugens,100_Br2_.scn - Peleagea_xc,252.717651
42,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region3_Rectangle (22411,unsure,100_Br2_.scn - Peleagea_xc,118.071869
43,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region3_Rectangle (22411,Particles,100_Br2_.scn - Peleagea_xc,333.78714
44,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region3_Rectangle (22411,Micropsectra radialis,100_Br2_.scn - Peleagea_xc,292.165436
45,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region3_Rectangle (22411,Microtendipes pedellus,100_Br2_.scn - Peleagea_xc,170.533371
46,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region3_Rectangle (22411,Tanytarsus lugens,100_Br2_.scn - Peleagea_xc,254.974167
47,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region3_Rectangle (22411,Micropsectra radialis,100_Br2_.scn - Peleagea_xc,336.707886
48,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region3_Rectangle (22411,Heterotrissocladius marcidus,100_Br2_.scn - Peleagea_xc,208.771027
49,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region3_Rectangle (22411,Chaoborus mandible,100_Br2_.scn - Peleagea_xc,83.447464
50,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region3_Rectangle (22411,Particles,100_Br2_.scn - Peleagea_xc,179.896805
51,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region3_Rectangle (22411,Particles,100_Br2_.scn - Peleagea_xc,43.434414
52,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region3_Rectangle (22411,Heterotrissocladius marcidus,100_Br2_.scn - Peleagea_xc,300.356567
53,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region3_Rectangle (22411,Multiple,100_Br2_.scn - Peleagea_xc,318.44043
54,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region4_Rectangle (5932,Tanytarsus lugens,100_Br2_.scn - Peleagea_xc,234.321121
55,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region4_Rectangle (5932,Tanytarsus lugens,100_Br2_.scn - Peleagea_xc,248.160187
56,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region4_Rectangle (5932,Background,100_Br2_.scn - Peleagea_xc,154.01001
57,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region4_Rectangle (5932,Background,100_Br2_.scn - Peleagea_xc,169.206421
58,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region4_Rectangle (5932,Background,100_Br2_.scn - Peleagea_xc,138.397797
59,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region4_Rectangle (5932,Tanytarsus lugens,100_Br2_.scn - Peleagea_xc,232.00798
60,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region4_Rectangle (5932,unsure,100_Br2_.scn - Peleagea_xc,136.311813
61,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region4_Rectangle (5932,Heterotrissocladius marcidus,100_Br2_.scn - Peleagea_xc,276.742706
62,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region4_Rectangle (5932,Micropsectra insignilobus,100_Br2_.scn - Peleagea_xc,120.711838
63,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region4_Rectangle (5932,Tanypodinae,100_Br2_.scn - Peleagea_xc,125.847069
64,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region4_Rectangle (5932,Fragmented hc,100_Br2_.scn - Peleagea_xc,189.671188
65,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region4_Rectangle (5932,Fragmented hc,100_Br2_.scn - Peleagea_xc,214.927322
66,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region4_Rectangle (5932,Background,100_Br2_.scn - Peleagea_xc,87.614204
67,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region4_Rectangle (5932,Background,100_Br2_.scn - Peleagea_xc,197.358978
68,D:\insectPtemp_repo\images\Segmented images_Peleaga\100_Br2_.scn - Peleagea_xcm\region4_Rectangle (5932,Tanytarsus lugens,100_Br2_.scn - Peleagea_xc,229.118744
69,D:\insectPtemp_repo\images\Segmented images_Peleaga\10_Br2_.scn -Peleaga 11Cm_3\region1_Rectangle (5047,Background,10_Br2_.scn -Peleaga 11Cm_,303.796509
70,D:\insectPtemp_repo\images\Segmented images_Peleaga\10_Br2_.scn -Peleaga 11Cm_3\region1_Rectangle (5047,Fragmented hc,10_Br2_.scn -Peleaga 11Cm_,62.458015
71,D:\insectPtemp_repo\images\Segmented images_Peleaga\10_Br2_.scn -Peleaga 11Cm_3\region1_Rectangle (5047,Micropsectra radialis,10_Br2_.scn -Peleaga 11Cm_,151.642365
72,D:\insectPtemp_repo\images\Segmented images_Peleaga\10_Br2_.scn -Peleaga 11Cm_3\region1_Rectangle (5047,Fragmented hc,10_Br2_.scn -Peleaga 11Cm_,145.246048
73,D:\insectPtemp_repo\images\Segmented images_Peleaga\10_Br2_.scn -Peleaga 11Cm_3\region1_Rectangle (5047,Particles,10_Br2_.scn -Peleaga 11Cm_,129.797165
74,D:\insectPtemp_repo\images\Segmented images_Peleaga\10_Br2_.scn -Peleaga 11Cm_3\region1_Rectangle (5047,Fragmented hc,10_Br2_.scn -Peleaga 11Cm_,121.606422
75,D:\insectPtemp_repo\images\Segmented images_Peleaga\10_Br2_.scn -Peleaga 11Cm_3\region1_Rectangle (5047,Tanytarsus lugens,10_Br2_.scn -Peleaga 11Cm_,213.847687
76,D:\insectPtemp_repo\images\Segmented images_Peleaga\10_Br2_.scn -Peleaga 11Cm_3\region1_Rectangle (5047,Tanytarsus spp,10_Br2_.scn -Peleaga 11Cm_,369.371124
77,D:\insectPtemp_repo\images\Segmented images_Peleaga\10_Br2_.scn -Peleaga 11Cm_3\region1_Rectangle (5047,unsure,10_Br2_.scn -Peleaga 11Cm_,277.34021
78,D:\insectPtemp_repo\images\Segmented images_Peleaga\10_Br2_.scn -Peleaga 11Cm_3\region1_Rectangle (5047,Corynoneura spp,10_Br2_.scn -Peleaga 11Cm_,118.287399
79,D:\insectPtemp_repo\images\Segmented images_Peleaga\10_Br2_.scn -Peleaga 11Cm_3\region1_Rectangle (5047,unsure,10_Br2_.scn -Peleaga 11Cm_,194.484192
80,D:\insectPtemp_repo\images\Segmented images_Peleaga\10_Br2_.scn -Peleaga 11Cm_3\region1_Rectangle (5047,Heterotrissocladius marcidus,10_Br2_.scn -Peleaga 11Cm_,140.58107
81,D:\insectPtemp_repo\images\Segmented images_Peleaga\10_Br2_.scn -Peleaga 11Cm_3\region1_Rectangle (5047,Fragmented hc,10_Br2_.scn -Peleaga 11Cm_,71.647697
82,D:\insectPtemp_repo\images\Segmented images_Peleaga\10_Br2_.scn -Peleaga 11Cm_3\region1_Rectangle (5047,Fragmented hc,10_Br2_.scn -Peleaga 11Cm_,235.945023
83,D:\insectPtemp_repo\images\Segmented images_Peleaga\10_Br2_.scn -Peleaga 11Cm_3\region1_Rectangle (5047,Fragmented hc,10_Br2_.scn -Peleaga 11Cm_,123.785034
84,D:\insectPtemp_repo\images\Segmented images_Peleaga\10_Br2_.scn -Peleaga 11Cm_3\region1_Rectangle (5047,Corynoneura spp,10_Br2_.scn -Peleaga 11Cm_,97.413925
85,D:\insectPtemp_repo\images\Segmented images_Peleaga\10_Br2_.scn -Peleaga 11Cm_3\region1_Rectangle (5047,Fragmented hc,10_Br2_.scn -Peleaga 11Cm_,78.212379
86,D:\insectPtemp_repo\images\Segmented images_Peleaga\10_Br2_.scn -Peleaga 11Cm_3\region1_Rectangle (5047,Heterotrissocladius marcidus,10_Br2_.scn -Peleaga 11Cm_,152.164734
87,D:\insectPtemp_repo\images\Segmented images_Peleaga\10_Br2_.scn -Peleaga 11Cm_3\region1_Rectangle (5047,Corynoneura spp,10_Br2_.scn -Peleaga 11Cm_,180.565552
88,D:\insectPtemp_repo\images\Segmented images_Peleaga\10_Br2_.scn -Peleaga 11Cm_3\region1_Rectangle (5047,Micropsectra radialis,10_Br2_.scn -Peleaga 11Cm_,297.100311
89,D:\insectPtemp_repo\images\Segmented images_Peleaga\10_Br2_.scn -Peleaga 11Cm_3\region1_Rectangle (5047,Fragmented hc,10_Br2_.scn -Peleaga 11Cm_,48.415501
90,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region1_Rectangle (729,Fragmented hc,11_Br2_.scn - Peleaga 13 cm_1 a_,242.66925
91,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region1_Rectangle (729,Fragmented hc,11_Br2_.scn - Peleaga 13 cm_1 a_,456.266968
92,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region1_Rectangle (729,Background,11_Br2_.scn - Peleaga 13 cm_1 a_,44.89352
93,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region1_Rectangle (729,Background,11_Br2_.scn - Peleaga 13 cm_1 a_,83.24958
94,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region1_Rectangle (729,Particles,11_Br2_.scn - Peleaga 13 cm_1 a_,361.085907
95,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region1_Rectangle (729,unsure,11_Br2_.scn - Peleaga 13 cm_1 a_,165.889679
96,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region1_Rectangle (729,Corynoneura spp,11_Br2_.scn - Peleaga 13 cm_1 a_,137.956436
97,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region1_Rectangle (729,Tanytarsus lugens,11_Br2_.scn - Peleaga 13 cm_1 a_,238.74881
98,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region1_Rectangle (729,Fragmented hc,11_Br2_.scn - Peleaga 13 cm_1 a_,42.465672
99,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region1_Rectangle (729,Corynoneura spp,11_Br2_.scn - Peleaga 13 cm_1 a_,151.307297
100,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region1_Rectangle (729,Fragmented hc,11_Br2_.scn - Peleaga 13 cm_1 a_,270.283691
101,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region1_Rectangle (729,Micropsectra radialis,11_Br2_.scn - Peleaga 13 cm_1 a_,330.097351
102,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region1_Rectangle (729,Background,11_Br2_.scn - Peleaga 13 cm_1 a_,70.948563
103,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region2_Rectangle (23170,Micropsectra radialis,11_Br2_.scn - Peleaga 13 cm_1 a_,241.016449
104,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region2_Rectangle (23170,Fragmented hc,11_Br2_.scn - Peleaga 13 cm_1 a_,111.89534
105,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region2_Rectangle (23170,Tanytarsus spp,11_Br2_.scn - Peleaga 13 cm_1 a_,134.023819
106,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region2_Rectangle (23170,Tanypodinae,11_Br2_.scn - Peleaga 13 cm_1 a_,196.847366
107,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region2_Rectangle (23170,Multiple,11_Br2_.scn - Peleaga 13 cm_1 a_,157.473831
108,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region2_Rectangle (23170,Fragmented hc,11_Br2_.scn - Peleaga 13 cm_1 a_,166.845398
109,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region2_Rectangle (23170,Micropsectra radialis,11_Br2_.scn - Peleaga 13 cm_1 a_,242.721405
110,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region2_Rectangle (23170,Acari spp,11_Br2_.scn - Peleaga 13 cm_1 a_,110.946922
111,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region2_Rectangle (23170,Tanytarsus lugens,11_Br2_.scn - Peleaga 13 cm_1 a_,169.08548
112,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region2_Rectangle (23170,Tanytarsus lugens,11_Br2_.scn - Peleaga 13 cm_1 a_,221.122574
113,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region2_Rectangle (23170,Tanypodinae,11_Br2_.scn - Peleaga 13 cm_1 a_,427.395782
114,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region2_Rectangle (23170,Multiple,11_Br2_.scn - Peleaga 13 cm_1 a_,321.961273
115,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region2_Rectangle (23170,Micropsectra radialis,11_Br2_.scn - Peleaga 13 cm_1 a_,239.238098
116,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region3_Rectangle (3755,Particles,11_Br2_.scn - Peleaga 13 cm_1 a_,98.293449
117,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region3_Rectangle (3755,Corynoneura spp,11_Br2_.scn - Peleaga 13 cm_1 a_,49.085194
118,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region3_Rectangle (3755,Tanypodinae,11_Br2_.scn - Peleaga 13 cm_1 a_,126.414894
119,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region3_Rectangle (3755,Fragmented hc,11_Br2_.scn - Peleaga 13 cm_1 a_,125.701294
120,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region3_Rectangle (3755,Fragmented hc,11_Br2_.scn - Peleaga 13 cm_1 a_,65.048447
121,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region3_Rectangle (3755,Micropsectra radialis,11_Br2_.scn - Peleaga 13 cm_1 a_,235.665909
122,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region3_Rectangle (3755,Tanytarsus lugens,11_Br2_.scn - Peleaga 13 cm_1 a_,244.914673
123,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region3_Rectangle (3755,Psectrocladius spp,11_Br2_.scn - Peleaga 13 cm_1 a_,301.838226
124,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region3_Rectangle (3755,Tanytarsus lugens,11_Br2_.scn - Peleaga 13 cm_1 a_,249.718903
125,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region3_Rectangle (3755,Fragmented hc,11_Br2_.scn - Peleaga 13 cm_1 a_,98.733406
126,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region3_Rectangle (3755,Fragmented hc,11_Br2_.scn - Peleaga 13 cm_1 a_,85.747589
127,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region3_Rectangle (3755,Fragmented hc,11_Br2_.scn - Peleaga 13 cm_1 a_,131.50383
128,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region3_Rectangle (3755,Fragmented hc,11_Br2_.scn - Peleaga 13 cm_1 a_,29.843884
129,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region3_Rectangle (3755,Fragmented hc,11_Br2_.scn - Peleaga 13 cm_1 a_,162.942062
130,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region3_Rectangle (3755,Micropsectra radialis,11_Br2_.scn - Peleaga 13 cm_1 a_,360.540497
131,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region3_Rectangle (3755,Fragmented hc,11_Br2_.scn - Peleaga 13 cm_1 a_,83.916481
132,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region3_Rectangle (3755,Corynoneura spp,11_Br2_.scn - Peleaga 13 cm_1 a_,84.431267
133,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region3_Rectangle (3755,Corynoneura spp,11_Br2_.scn - Peleaga 13 cm_1 a_,103.677132
134,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region3_Rectangle (3755,Fragmented hc,11_Br2_.scn - Peleaga 13 cm_1 a_,105.985321
135,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region3_Rectangle (3755,Background,11_Br2_.scn - Peleaga 13 cm_1 a_,215.220108
136,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region3_Rectangle (3755,Tanytarsus lugens,11_Br2_.scn - Peleaga 13 cm_1 a_,64.50119
137,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region3_Rectangle (3755,Multiple,11_Br2_.scn - Peleaga 13 cm_1 a_,272.85907
138,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region3_Rectangle (3755,Fragmented hc,11_Br2_.scn - Peleaga 13 cm_1 a_,111.794411
139,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region3_Rectangle (3755,Tanytarsus lugens,11_Br2_.scn - Peleaga 13 cm_1 a_,205.697449
140,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region4_Rectangle (21996,Multiple,11_Br2_.scn - Peleaga 13 cm_1 a_,362.179474
141,D:\insectPtemp_repo\images\Segmented images_Peleaga\11_Br2_.scn - Peleaga 13 cm_1 a_d\region4_Rectangle (21996,Heterotrissocladius marcidus,11_Br2_.scn - Peleaga 13 cm_1 a_,193.65358
