id,image,label,sample,m_majorAxis
24,D:\insectPtemp_repo\images\Segmented images_lake Ana\30_Br1_.scn - Ana 1 Cm a_b\region2_Rectangle (23936,Chironomus spp,30_Br1_.scn - Ana 1 Cm a_,183.691162
25,D:\insectPtemp_repo\images\Segmented images_lake Ana\30_Br1_.scn - Ana 1 Cm a_b\region2_Rectangle (23936,Tanypodinae,30_Br1_.scn - Ana 1 Cm a_,135.999924
26,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region1_Rectangle (21161,Background,31_Br1_.scn - 1 cm_2 a_,115.381271
27,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region1_Rectangle (21161,Blurry specimens,31_Br1_.scn - 1 cm_2 a_,154.864609
28,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region1_Rectangle (21161,Background,31_Br1_.scn - 1 cm_2 a_,187.109497
29,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region1_Rectangle (21161,Background,31_Br1_.scn - 1 cm_2 a_,187.898743
30,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region1_Rectangle (21161,Background,31_Br1_.scn - 1 cm_2 a_,99.794174
31,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region1_Rectangle (21161,Background,31_Br1_.scn - 1 cm_2 a_,98.710411
32,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region1_Rectangle (21161,Blurry specimens,31_Br1_.scn - 1 cm_2 a_,160.787643
33,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region1_Rectangle (21161,Background,31_Br1_.scn - 1 cm_2 a_,93.946106
34,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region1_Rectangle (21161,Background,31_Br1_.scn - 1 cm_2 a_,111.023697
35,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region1_Rectangle (21161,Blurry specimens,31_Br1_.scn - 1 cm_2 a_,158.00412
36,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region1_Rectangle (21161,Background,31_Br1_.scn - 1 cm_2 a_,156.614426
37,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region1_Rectangle (21161,Blurry specimens,31_Br1_.scn - 1 cm_2 a_,258.187592
38,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region1_Rectangle (21161,Background,31_Br1_.scn - 1 cm_2 a_,88.153351
39,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region1_Rectangle (21161,Background,31_Br1_.scn - 1 cm_2 a_,91.023338
40,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region2_Rectangle (6274,Orthocladiinae Diamesinae,31_Br1_.scn - 1 cm_2 a_,243.69252
41,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region2_Rectangle (6274,Fragmented hc,31_Br1_.scn - 1 cm_2 a_,167.908539
42,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region2_Rectangle (6274,Micropsectra radialis,31_Br1_.scn - 1 cm_2 a_,345.930847
43,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region2_Rectangle (6274,Psectrocladius spp,31_Br1_.scn - 1 cm_2 a_,208.20668
44,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region2_Rectangle (6274,Fragmented hc,31_Br1_.scn - 1 cm_2 a_,127.298904
45,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region2_Rectangle (6274,unsure,31_Br1_.scn - 1 cm_2 a_,258.494934
46,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region2_Rectangle (6274,Heterotrissocladius marcidus,31_Br1_.scn - 1 cm_2 a_,240.669662
47,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region2_Rectangle (6274,Fragmented hc,31_Br1_.scn - 1 cm_2 a_,68.962608
48,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region2_Rectangle (6274,Micropsectra radialis,31_Br1_.scn - 1 cm_2 a_,327.928558
49,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region3_Rectangle (27488,Fragmented hc,31_Br1_.scn - 1 cm_2 a_,179.134796
50,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region3_Rectangle (27488,Micropsectra insignilobus,31_Br1_.scn - 1 cm_2 a_,237.490677
51,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region3_Rectangle (27488,Heterotrissocladius marcidus,31_Br1_.scn - 1 cm_2 a_,112.668221
52,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region3_Rectangle (27488,Micropsectra radialis,31_Br1_.scn - 1 cm_2 a_,249.362106
53,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region3_Rectangle (27488,Micropsectra insignilobus,31_Br1_.scn - 1 cm_2 a_,168.027451
54,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region3_Rectangle (27488,Heterotrissocladius marcidus,31_Br1_.scn - 1 cm_2 a_,180.088638
55,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region3_Rectangle (27488,Fragmented hc,31_Br1_.scn - 1 cm_2 a_,115.338692
56,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region3_Rectangle (27488,Micropsectra insignilobus,31_Br1_.scn - 1 cm_2 a_,48.623024
57,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region3_Rectangle (27488,Micropsectra insignilobus,31_Br1_.scn - 1 cm_2 a_,46.847492
58,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region3_Rectangle (27488,Fragmented hc,31_Br1_.scn - 1 cm_2 a_,459.661407
59,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region3_Rectangle (27488,Limnophyes type,31_Br1_.scn - 1 cm_2 a_,64.173576
60,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region4_Rectangle (2951,Background,31_Br1_.scn - 1 cm_2 a_,227.202362
61,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region4_Rectangle (2951,Fragmented hc,31_Br1_.scn - 1 cm_2 a_,87.637367
62,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region4_Rectangle (2951,Background,31_Br1_.scn - 1 cm_2 a_,133.548569
63,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region4_Rectangle (2951,Fragmented hc,31_Br1_.scn - 1 cm_2 a_,221.064819
64,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region4_Rectangle (2951,Micropsectra radialis,31_Br1_.scn - 1 cm_2 a_,336.957336
65,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region4_Rectangle (2951,Corynoneura spp,31_Br1_.scn - 1 cm_2 a_,140.261353
66,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region4_Rectangle (2951,Micropsectra insignilobus,31_Br1_.scn - 1 cm_2 a_,116.79467
67,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region4_Rectangle (2951,Background,31_Br1_.scn - 1 cm_2 a_,513.148376
68,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region4_Rectangle (2951,Background,31_Br1_.scn - 1 cm_2 a_,205.772079
69,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region4_Rectangle (2951,Micropsectra radialis,31_Br1_.scn - 1 cm_2 a_,347.587646
70,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region4_Rectangle (2951,Background,31_Br1_.scn - 1 cm_2 a_,488.49939
71,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region4_Rectangle (2951,Psectrocladius spp,31_Br1_.scn - 1 cm_2 a_,200.012878
72,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region4_Rectangle (2951,Heterotrissocladius marcidus,31_Br1_.scn - 1 cm_2 a_,272.577301
73,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region4_Rectangle (2951,Corynoneura spp,31_Br1_.scn - 1 cm_2 a_,116.026253
74,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region4_Rectangle (2951,Background,31_Br1_.scn - 1 cm_2 a_,196.916016
75,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region4_Rectangle (2951,Background,31_Br1_.scn - 1 cm_2 a_,325.127808
76,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region4_Rectangle (2951,Background,31_Br1_.scn - 1 cm_2 a_,222.154144
77,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region4_Rectangle (2951,Fragmented hc,31_Br1_.scn - 1 cm_2 a_,143.289261
78,D:\insectPtemp_repo\images\Segmented images_lake Ana\31_Br1_.scn - 1 cm_2 a_d\region4_Rectangle (2951,Pentaneurini spp,31_Br1_.scn - 1 cm_2 a_,117.232124
79,D:\insectPtemp_repo\images\Segmented images_lake Ana\32_Br1_.scn - Ana 1 cm_3 a\region1_Rectangle (2724,Corynoneura spp,32_Br1_.scn - Ana 1 cm_3 ,96.631927
80,D:\insectPtemp_repo\images\Segmented images_lake Ana\32_Br1_.scn - Ana 1 cm_3 a\region1_Rectangle (2724,Background,32_Br1_.scn - Ana 1 cm_3 ,159.313675
81,D:\insectPtemp_repo\images\Segmented images_lake Ana\32_Br1_.scn - Ana 1 cm_3 a\region1_Rectangle (2724,Corynoneura spp,32_Br1_.scn - Ana 1 cm_3 ,115.189919
82,D:\insectPtemp_repo\images\Segmented images_lake Ana\32_Br1_.scn - Ana 1 cm_3 a\region1_Rectangle (2724,Fragmented hc,32_Br1_.scn - Ana 1 cm_3 ,113.580788
83,D:\insectPtemp_repo\images\Segmented images_lake Ana\32_Br1_.scn - Ana 1 cm_3 a\region1_Rectangle (2724,Fragmented hc,32_Br1_.scn - Ana 1 cm_3 ,62.159584
84,D:\insectPtemp_repo\images\Segmented images_lake Ana\32_Br1_.scn - Ana 1 cm_3 a\region1_Rectangle (2724,Corynoneura spp,32_Br1_.scn - Ana 1 cm_3 ,206.648651
85,D:\insectPtemp_repo\images\Segmented images_lake Ana\32_Br1_.scn - Ana 1 cm_3 a\region1_Rectangle (2724,Micropsectra radialis,32_Br1_.scn - Ana 1 cm_3 ,348.849548
86,D:\insectPtemp_repo\images\Segmented images_lake Ana\32_Br1_.scn - Ana 1 cm_3 a\region1_Rectangle (2724,Background,32_Br1_.scn - Ana 1 cm_3 ,238.887787
87,D:\insectPtemp_repo\images\Segmented images_lake Ana\32_Br1_.scn - Ana 1 cm_3 a\region1_Rectangle (2724,Fragmented hc,32_Br1_.scn - Ana 1 cm_3 ,690.808472
88,D:\insectPtemp_repo\images\Segmented images_lake Ana\32_Br1_.scn - Ana 1 cm_3 a\region1_Rectangle (2724,Background,32_Br1_.scn - Ana 1 cm_3 ,316.08606
89,D:\insectPtemp_repo\images\Segmented images_lake Ana\32_Br1_.scn - Ana 1 cm_3 a\region1_Rectangle (2724,Background,32_Br1_.scn - Ana 1 cm_3 ,371.6427
90,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region1_Rectangle (20301,Fragmented hc,33_Br1_.scn - Ana 3 cm _1 a_,238.553696
91,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region1_Rectangle (20301,Fragmented hc,33_Br1_.scn - Ana 3 cm _1 a_,102.152107
92,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region1_Rectangle (20301,Fragmented hc,33_Br1_.scn - Ana 3 cm _1 a_,136.579208
93,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region1_Rectangle (20301,Fragmented hc,33_Br1_.scn - Ana 3 cm _1 a_,91.892235
94,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region1_Rectangle (20301,Fragmented hc,33_Br1_.scn - Ana 3 cm _1 a_,133.113525
95,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region1_Rectangle (20301,Multiple,33_Br1_.scn - Ana 3 cm _1 a_,156.74408
96,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region1_Rectangle (20301,Fragmented hc,33_Br1_.scn - Ana 3 cm _1 a_,130.80098
97,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region1_Rectangle (20301,Micropsectra insignilobus,33_Br1_.scn - Ana 3 cm _1 a_,192.142761
98,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region2_Rectangle (1621,Blurry specimens,33_Br1_.scn - Ana 3 cm _1 a_,188.749496
99,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region2_Rectangle (1621,unsure,33_Br1_.scn - Ana 3 cm _1 a_,209.671082
100,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region2_Rectangle (1621,Fragmented hc,33_Br1_.scn - Ana 3 cm _1 a_,361.82016
101,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region2_Rectangle (1621,Background,33_Br1_.scn - Ana 3 cm _1 a_,202.080536
102,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region2_Rectangle (1621,Background,33_Br1_.scn - Ana 3 cm _1 a_,108.047646
103,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region2_Rectangle (1621,Background,33_Br1_.scn - Ana 3 cm _1 a_,415.692017
104,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region2_Rectangle (1621,Background,33_Br1_.scn - Ana 3 cm _1 a_,110.012177
105,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region2_Rectangle (1621,Background,33_Br1_.scn - Ana 3 cm _1 a_,337.762421
106,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region2_Rectangle (1621,Background,33_Br1_.scn - Ana 3 cm _1 a_,33.283833
107,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region2_Rectangle (1621,Blurry specimens,33_Br1_.scn - Ana 3 cm _1 a_,78.187836
108,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region2_Rectangle (1621,Blurry specimens,33_Br1_.scn - Ana 3 cm _1 a_,212.917465
109,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region2_Rectangle (1621,Micropsectra radialis,33_Br1_.scn - Ana 3 cm _1 a_,271.642731
110,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region2_Rectangle (1621,Fragmented hc,33_Br1_.scn - Ana 3 cm _1 a_,105.537354
111,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region2_Rectangle (1621,Blurry specimens,33_Br1_.scn - Ana 3 cm _1 a_,68.068924
112,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region2_Rectangle (1621,Particles,33_Br1_.scn - Ana 3 cm _1 a_,53.551819
113,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region2_Rectangle (1621,Background,33_Br1_.scn - Ana 3 cm _1 a_,324.890198
114,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region3_Rectangle (2840,Micropsectra radialis,33_Br1_.scn - Ana 3 cm _1 a_,298.490021
115,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region3_Rectangle (2840,Multiple,33_Br1_.scn - Ana 3 cm _1 a_,346.376678
116,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region3_Rectangle (2840,Micropsectra radialis,33_Br1_.scn - Ana 3 cm _1 a_,228.483612
117,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region3_Rectangle (2840,Fragmented hc,33_Br1_.scn - Ana 3 cm _1 a_,128.826691
118,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region3_Rectangle (2840,Background,33_Br1_.scn - Ana 3 cm _1 a_,288.421906
119,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region3_Rectangle (2840,Fragmented hc,33_Br1_.scn - Ana 3 cm _1 a_,63.385559
120,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region3_Rectangle (2840,Background,33_Br1_.scn - Ana 3 cm _1 a_,48.773006
121,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region3_Rectangle (2840,Micropsectra radialis,33_Br1_.scn - Ana 3 cm _1 a_,275.549286
122,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region3_Rectangle (2840,Micropsectra radialis,33_Br1_.scn - Ana 3 cm _1 a_,311.939392
123,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region3_Rectangle (2840,Fragmented hc,33_Br1_.scn - Ana 3 cm _1 a_,109.723854
124,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region3_Rectangle (2840,Psectrocladius spp,33_Br1_.scn - Ana 3 cm _1 a_,325.747223
125,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region4_Rectangle (17559,Background,33_Br1_.scn - Ana 3 cm _1 a_,121.150444
126,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region4_Rectangle (17559,Blurry specimens,33_Br1_.scn - Ana 3 cm _1 a_,162.443619
127,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region4_Rectangle (17559,Blurry specimens,33_Br1_.scn - Ana 3 cm _1 a_,57.251869
128,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region4_Rectangle (17559,Blurry specimens,33_Br1_.scn - Ana 3 cm _1 a_,200.933365
129,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region4_Rectangle (17559,Background,33_Br1_.scn - Ana 3 cm _1 a_,325.353821
130,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region4_Rectangle (17559,Blurry specimens,33_Br1_.scn - Ana 3 cm _1 a_,116.937119
131,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region4_Rectangle (17559,Background,33_Br1_.scn - Ana 3 cm _1 a_,94.569534
132,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region4_Rectangle (17559,Blurry specimens,33_Br1_.scn - Ana 3 cm _1 a_,329.248199
133,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region4_Rectangle (17559,Blurry specimens,33_Br1_.scn - Ana 3 cm _1 a_,93.392975
134,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region4_Rectangle (17559,Blurry specimens,33_Br1_.scn - Ana 3 cm _1 a_,93.946945
135,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region4_Rectangle (17559,Blurry specimens,33_Br1_.scn - Ana 3 cm _1 a_,172.618256
136,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region4_Rectangle (17559,Blurry specimens,33_Br1_.scn - Ana 3 cm _1 a_,163.41127
137,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region4_Rectangle (17559,Blurry specimens,33_Br1_.scn - Ana 3 cm _1 a_,67.377563
138,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region4_Rectangle (17559,Blurry specimens,33_Br1_.scn - Ana 3 cm _1 a_,87.377235
139,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region4_Rectangle (17559,Blurry specimens,33_Br1_.scn - Ana 3 cm _1 a_,221.612793
140,D:\insectPtemp_repo\images\Segmented images_lake Ana\33_Br1_.scn - Ana 3 cm _1 a_d\region4_Rectangle (17559,Blurry specimens,33_Br1_.scn - Ana 3 cm _1 a_,150.477325
